,ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
1947565,5241869,DE,IP-0010316-WBA-1,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1688*08,G5L,JF11,DAW500M0,BMW,518D,M1,M1,1,1655.0,1783.0,119.0,149.0,2975.0,1605.0,1630.0,diesel,M,1995.0,110.0,,e24 10,1.0,,,,P,2019,,,
1991218,5348196,DE,IP-0072-JT1-1,TOYOTA-MAZDA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,TOYOTA EUROPE B,E6*2007/46*0322*00,XV7(EU M),AXVH71(E),AXVH71L-AEXDBW(1A),TOYOTA,TOYOTA CAMRY,M1,M1,1,1670.0,1770.0,101.0,125.0,2825.0,1590.0,1615.0,petrol,M,2487.0,131.0,,,,,,,P,2019,,,
1997072,5354093,DE,,,AA-IVA,AA-IVA,OPEL AUTOMOBILE,,3885-V131,,,,COMMODORE,M1,M1,1,1815.0,,169.0,,,,,petrol,M,1998.0,184.0,,,,,,,P,2019,,,
2011902,4465042,DE,,,AA-IVA,AA-IVA,PORSCHE,,9YA,,,PORSCHE,CAYENNE V8 GT COUPE,M1G,M1G,1,2275.0,,185.0,,,,,petrol,M,3996.0,470.0,,,,,,,P,2019,,,
2012013,4465153,DE,,,AA-IVA,AA-IVA,PORSCHE,,9YA,,,PORSCHE,CAYENNE GTS COUPE,M1G,M1G,1,2275.0,,55.0,,,,,petrol,M,3996.0,338.0,,,,,,,P,2019,,,
2014982,4468123,DE,,,AA-IVA,AA-IVA,PORSCHE,,9YA,,,PORSCHE,CAYENNE GTS,M1G,M1G,1,2285.0,,185.0,,,,,petrol,M,3993.0,338.0,,,,,,,P,2019,,,
2015385,4468526,DE,,,AA-IVA,AA-IVA,FORD USA,,ESPLORER,,,FORD,FORD EXPLORER,M1G,M1G,1,2288.0,,332.0,,,,,petrol,M,3497.0,272.0,,,,,,,P,2019,,,
2015432,4468573,DE,,,AA-IVA,AA-IVA,DAIMLER D,,R2S,,,MERCEDES-BENZ,S 650 4MATIC GUARD,M1,M1,1,2285.0,,328.0,390.0,,,,petrol,M,5980.0,450.0,,,,,,,P,2019,,,
2021859,6625000,DE,IP-DG9YA004BH0AT00-WP1-1,VW GROUP PC,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,E13*2007/46*0900*05,9YA,EF22,2705100,PORSCHE,CAYENNE E-HYBRID,M1G,M1G,1,2435.0,2619.0,72.0,89.0,2895.0,1687.0,1688.0,petrol/electric,P,2995.0,250.0,,,,,,,P,2019,,,
2022519,6625672,DE,IP-DG982002G40MT00-WP0-1,VW GROUP PC,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,E13*2007/46*1607*09,982,CG11,32,PORSCHE,718 CAYMAN GT4,M1,M1,1,1495.0,1596.0,249.0,251.0,2475.0,1538.0,1534.0,petrol,M,3995.0,309.0,,e1 8,1.3,,,,P,2019,,,
2022636,6625789,DE,IP-DG982002G40MT00-WP0-1,VW GROUP PC,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,E13*2007/46*1607*09,982,KG11,32,PORSCHE,718 BOXSTER SPYDER,M1,M1,1,1495.0,1550.0,249.0,251.0,2475.0,1538.0,1534.0,petrol,M,3995.0,309.0,,e1 8,1.3,,,,P,2019,,,
2023450,6626604,DE,IP-DG9YA004TSHAT00-WP1-1,VW GROUP PC,PORSCHE,DR ING HCF PORSCHE AG,PORSCHE,E13*2007/46*0900*05,9YA,EH22,1705100,PORSCHE,CAYENNE TURBO S E-HYBRID,M1G,M1G,1,2565.0,2806.0,85.0,110.0,2895.0,1687.0,1673.0,petrol/electric,P,3996.0,404.0,,,,,,,P,2019,,,
2023721,6626875,DE,IP-E3_2018_0006-ZAM-1,,MASERATI,MASERATI SPA,MASERATI I,E3*2007/46*0224*16,M156,7F2,5DG,MASERATI,QUATTROPORTE,M1,M1,1,1975.0,2069.0,248.0,257.0,3171.0,1633.0,1659.0,petrol,M,2979.0,257.0,,,,,,,P,2019,,,
2027393,6630568,DE,IP-E3_2019_0003-ZN6-1,,MASERATI,MASERATI SPA,MASERATI I,E3*2007/46*0224*18,M156,1H4,5LAP,MASERATI,LEVANTE GTS,M1,M1,1,2245.0,2448.0,299.0,360.0,3004.0,1637.0,1699.0,petrol,M,3798.0,390.0,,,,,,,P,2019,,,
2027396,6630571,DE,IP-E3_2019_0004-ZN6-1,,MASERATI,MASERATI SPA,MASERATI I,E3*2007/46*0224*18,M156,1H4,5HAP,MASERATI,LEVANTE TROFEO,M1,M1,1,2245.0,2402.0,302.0,362.0,3004.0,1637.0,1699.0,petrol,M,3798.0,427.0,,,,,,,P,2019,,,
2027764,6630940,DE,IP-E3-1C4-2018-1143,FCA-TESLA,CHRYSLER,FCA US LLC,FCA USA,E4*2007/46*0783*14,KL,JEVCN,K5HP2A,JEEP,CHEROKEE TRAILHAWK,M1G,M1G,1,2003.0,2199.0,215.0,244.0,2720.0,1622.0,1626.0,petrol,M,1995.0,200.0,,,,,,,P,2019,,,
2039849,6655634,DE,IP-E3-ZHW-2018-0009,,LAMBORGHINI,AUTOMOBILI LAMBORGHINI SPA,LAMBORGHINI I,E3*2007/46*0616*00,636,BAAA,AAAAAAAAAAA,AUTOMOBILI LAMBORGHINI SPA,UNUS,M1G,M1G,1,2272.0,1978.0,292.0,325.0,3003.0,1695.0,1710.0,petrol,M,3996.0,478.0,,,,,,,P,2019,,,
2065940,6669338,DE,IP-F142CBE-ZFF-1,,FERRARI,FERRARI SPA,FERRARI I,E3*2007/46*0040*22,F142,CB,E,FERRARI,F8 TRIBUTO,M1,M1,1,1605.0,1712.0,273.0,292.0,2650.0,1677.0,1646.0,petrol,M,3902.0,530.0,,,,,,,P,2019,,,
2065943,6669341,DE,IP-F152GPF-ZFF-1,,FERRARI,FERRARI SPA,FERRARI I,E24*KS07/46*0077*11,F152,CG,E,FERRARI,MONZA SP2,M1,M1,1,1706.0,1931.0,340.0,366.0,2720.0,1688.0,1678.0,petrol,M,6496.0,592.0,,,,,,,P,2019,,,
2073729,6614637,DE,,FORD-WERKE GMBH,FORD WERKE GMBH,FORD-WERKE GMBH,FORD D,E9*2007/46*3165*00,J2K,BZJA12X,5CAPVNAPIAD,FORD,PUMA,M1,M1,1,1280.0,1421.0,99.0,128.0,2588.0,1521.0,1526.0,petrol,M,999.0,114.0,,e9 27 19,3.0,,,,P,2019,,,
2095507,7437580,DE,,,AA-IVA,AA-IVA,,,MAXIMA35,,,NISSAN,NISSAN MAXIMA 35 SR,M1,M1,1,1697.0,,256.0,,,,,petrol,M,3498.0,224.0,,,,,,,P,2019,,,
2096129,7438207,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,11AL,,,BMW,M235I X DR,M1,M1,1,1700.0,,182.0,,,,,petrol,M,1998.0,225.0,,,,,,,P,2019,,,
2096593,7438679,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1683*03,FMK,LV91,6H0500C0,MINI,CLUBMAN JOHN COOPER WORKS,M1,M1,1,1550.0,,168.0,,2670.0,1553.0,1555.0,petrol,M,1998.0,170.0,,,,,,,P,2019,,,
2096808,7438894,DE,,BMW GROUP,BMW AG,BAYERISCHE MOTOREN WERKE AG,BAYERMOTWERKE-BMW,E1*2007/46*1676*09,F1X,31AC,IHW500L0,BMW,X1 SDRIVE 16D,M1,M1,1,1555.0,1684.0,107.0,132.0,2670.0,1562.0,1562.0,diesel,M,1496.0,85.0,,e24 17 19,2.6,,,,P,2019,,,
2097161,7439256,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,11AL,,,BMW,N235I XDRI,M1,M1,1,1700.0,,182.0,,,,,petrol,M,1998.0,215.0,,,,,,,P,2019,,,
2097627,7439723,DE,,,AA-IVA,AA-IVA,,,B20A,,,BAIC,BJ20,M1,M1,1,1567.0,1711.0,,162.0,2670.0,1540.0,1535.0,lpg,M,1499.0,100.0,,,,,,,P,2019,,,
2098748,7440853,DE,,,MCLAREN,MCLAREN AUTOMOTIVE LIMITED,MCLAREN GB,E5*2007/46*1205*02,MA3,13S8R,BD,MCLAREN,MC LAREN 570S SPIDER,M1,M1,1,1561.0,1645.0,249.0,276.0,2670.0,1671.0,1618.0,petrol,M,3799.0,419.0,,,,,,,P,2019,,,
2099632,7441742,DE,,,AA-IVA,AA-IVA,AUDI,,4G,,,AUDI,A6 TDI,M1,M1,1,1700.0,,154.0,,,,,diesel,M,1968.0,140.0,,,,,,,P,2019,,,
2106448,7448660,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,E2,,,VOLKSWAGEN VW,Q4,M1,M1,1,1700.0,,0.0,0.0,,,,electric,E,,125.0,,,,,,,P,2019,,,
2106800,7449012,DE,,,FERRARI,FERRARI SPA,FERRARI I,E3*2001/116*0285*13,F149,DD,EL,FERRARI,CALIFORNIA T,M1,M1,1,1845.0,,251.0,,2670.0,1630.0,1605.0,petrol,M,3855.0,412.0,,,,,,,P,2019,,,
2106814,7449026,DE,,,AA-IVA,AA-IVA,MITSUBISHI J,,CW0,,,MITSUBISHI,OUTLANDER,M1,M1,1,1955.0,2117.0,,46.0,2670.0,1540.0,1540.0,petrol,M,2400.0,123.0,,,,,,,P,2019,,,
2119279,7364663,DE,,,AA-IVA,AA-IVA,DAIMLER D,,F2B,,,MERCEDES-BENZ,AMG GLA3 5 4MATIC,M1,M1,1,1655.0,,,240.0,,,,petrol,M,1991.0,225.0,,,,,,,P,2019,,,
2119502,7364897,DE,,,AA-IVA,AA-IVA,DAIMLER D,,F2CLA,,,MERCEDES-BENZ,AMG CLA 45 4MATIC,M1,M1,1,1655.0,,,190.0,,,,petrol,M,1991.0,285.0,,,,,,,P,2019,,,
2120986,7366445,DE,,,AA-IVA,AA-IVA,GENERAL MOT-GMCUSA,,UA2SL-PTP11,,,CADILLAC,ATS,M1,M1,1,1664.0,,191.0,,,,,petrol,M,1998.0,90.0,,,,,,,P,2019,,,
2121129,7366594,DE,,VW GROUP PC,AUDI SPORT,AUDI SPORT GMBH,AUDI SPORT,E1*2001/116*0399*23,42,RDKACQ1,QD7AD7BZ003RT21E207CSAEM1,AUDI,R8 SPYDER,M1,M1,1,1825.0,1921.0,297.0,305.0,2650.0,1647.0,1613.0,petrol,M,5204.0,419.0,,,,,,,P,2019,,,
2121484,7366962,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,X1,,,BMW,X1,M1,M1,1,1655.0,,234.0,,,,,petrol,M,1998.0,170.0,,,,,,,P,2019,,,
2121958,7367457,DE,,VW GROUP PC,AUDI SPORT,AUDI SPORT GMBH,AUDI SPORT,E1*2001/116*0399*23,42,CDKACQ1,QD7AD7BZ003RT11E207CSAEM1,AUDI,R8 COUPE,M1,M1,1,1735.0,1814.0,294.0,301.0,2650.0,1647.0,1613.0,petrol,M,5204.0,419.0,,,,,,,P,2019,,,
2122037,7367537,DE,,,AA-IVA,AA-IVA,DAIMLER D,,F2CLA,,,MERCEDES-BENZ,CLA 45 S 4MATIC,M1,M1,1,1660.0,,,225.0,,,,petrol,M,1991.0,310.0,,,,,,,P,2019,,,
2122175,7367677,DE,,,FERRARI,FERRARI SPA,FERRARI I,E3*2007/46*0040*17,F142,BB,E,FERRARI,488 GTB,M1,M1,1,1590.0,,277.0,,2650.0,1679.0,1647.0,petrol,M,3902.0,493.0,,,,,,,P,2019,,,
2122279,7367782,DE,,,AA-IVA,AA-IVA,SUBARU J,E1*2007/46*1203*05,V1,VAF,M4L,SUBARU,WRX,M1,M1,1,1597.0,,259.0,,2650.0,1530.0,1540.0,petrol,M,2457.0,221.0,,,,,,,P,2019,,,
2122297,7367800,DE,,,AA-IVA,AA-IVA,,,A88C-G5914,,,CITROEN,CITROEN C4 AIRCROSS CHINA,M1,M1,1,1234.0,,130.0,,,,,petrol,M,1199.0,96.0,,,,,,,P,2019,,,
2122663,7368167,DE,,,FERRARI,FERRARI SPA,FERRARI I,E3*2007/46*0040*21,F142,BD,L,FERRARI,488 PISTA SPIDER,M1,M1,1,1610.0,1703.0,266.0,289.0,2650.0,1679.0,1649.0,petrol,M,3902.0,530.0,,,,,,,P,2019,,,
2123869,7369388,DE,,PSA-OPEL,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,PEUGEOT F,E2*2007/46*0224*10,D,DHMR,P,PEUGEOT,301,M1,M1,1,1055.0,1161.0,113.0,137.0,2652.0,1501.0,1478.0,petrol,M,1199.0,61.0,,,,,,,P,2019,,,
2124964,7370520,DE,,,AA-IVA,AA-IVA,AUDI SPORT,,42,,,AUDI SPORT,AUDI R8,M1,M1,1,1670.0,1928.0,,319.0,2650.0,1647.0,1613.0,petrol,M,5204.0,456.0,,,,,,,P,2019,,,
2125019,7370575,DE,,PSA-OPEL,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,CITROEN F,E2*2007/46*0225*08,D,DHMZ,6,CITROEN,C-ELYSEE,M1,M1,1,1055.0,,114.0,,2652.0,1501.0,1478.0,petrol,M,1199.0,60.0,,,,,,,P,2019,,,
2125080,7370638,DE,,,AA-IVA,AA-IVA,,,A88-U8E01,,,CITROEN,CITROEN C4 CHINA,M1,M1,1,1234.0,,130.0,,,,,petrol,M,1199.0,96.0,,,,,,,P,2019,,,
2125490,7371062,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,KG71,,,,3ER REIHE,M1,M1,1,1665.0,,196.0,,,,,petrol,M,2979.0,225.0,,,,,,,P,2019,,,
2128058,7373694,DE,,,AA-IVA,AA-IVA,DAIMLER D,,F2B,,,MERCEDES-BENZ,GLA 220 D 4MATIC,M1,M1,1,1665.0,,,148.0,,,,diesel,M,1950.0,140.0,,,,,,,P,2019,,,
2128829,7374477,DE,,TOYOTA-MAZDA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,TOYOTA EUROPE B,E6*2007/46*0111*06,AZ1,AGZ10(W),AGZ10L-AWTLTW(1G),LEXUS,LEXUS NX300,M1,M1,1,1755.0,1865.0,187.0,216.0,2660.0,1580.0,1585.0,petrol,M,1998.0,175.0,,,,,,,P,2019,,,
2129450,7712610,DE,,,AA-IVA,AA-IVA,DAIMLER D,,R1ECLS,,,MERCEDES-BENZ,CLS 350 D,M1,M1,1,1875.0,,,188.0,,,,diesel,M,2925.0,210.0,,,,,,,P,2019,,,
2130082,7713242,DE,,KIA,KIA,KIA MOTORS CORPORATION,KIA MOTORS ROK,E4*2007/46*0633*08,RP,C5P11,M61AZ1,KIA,CARENS OR RONDO,M1,M1,1,1458.0,,150.0,,2750.0,1563.0,1576.0,petrol,M,1591.0,99.0,,,,,,,P,2019,,,
2130416,7713581,DE,,,AA-IVA,AA-IVA,FCA USA,,JOURNEY,,,DODGE,DODGE JOURNEY,M1,M1,1,1877.0,,243.0,,,,,petrol,M,2360.0,129.0,,,,,,,P,2019,,,
2130489,7713656,DE,,,BENTLEY,BENTLEY MOTORS LTD,BENTLEY GB,E11*2001/116*0221*24,3W,FK4Z,1,BENTLEY,CONTINENTAL GT V8 S,M1,M1,1,2370.0,,250.0,,2746.0,1669.0,1665.0,petrol,M,3993.0,388.0,,,,,,,P,2019,,,
2130490,7713657,DE,,,BENTLEY,BENTLEY MOTORS LTD,BENTLEY GB,E11*2001/116*0221*24,3W,GR4X,1,BENTLEY,CONTINENTAL SUPERSPORTS,M1,M1,1,2530.0,,362.0,,2746.0,1669.0,1665.0,petrol,M,5998.0,522.0,,,,,,,P,2019,,,
2130491,7713658,DE,,,BENTLEY,BENTLEY MOTORS LTD,BENTLEY GB,E11*2001/116*0221*24,3W,GK4Z,1,BENTLEY,CONTINENTAL GT V8 S CONVERTIBLE,M1,M1,1,2545.0,,258.0,,2746.0,1669.0,1665.0,petrol,M,3993.0,388.0,,,,,,,P,2019,,,
2130495,7713662,DE,,,ADIDOR,ADIDOR VOITURES SAS,ADIDOR,E4*KS07/46*0029*02,PS01,01,01,MPM MOTORS,PS160,M1,M1,1,1300.0,,158.0,,2750.0,1560.0,1551.0,petrol,M,1584.0,74.0,,,,,,,P,2019,,,
2130504,7713671,DE,,,AA-IVA,AA-IVA,ADIDOR,,,,,MPM MOTORS,ERELIS,M1,M1,1,1315.0,1384.0,137.0,153.0,2750.0,1560.0,1551.0,petrol,M,1199.0,96.0,,,,,,,P,2019,,,
2131451,7714634,DE,,,AA-IVA,AA-IVA,GENERAL MOT-GMCUSA,,CT6,,,CADILLAC,CADILLAC CT6,M1,M1,1,1876.0,,283.0,,,,,petrol,M,3649.0,250.0,,,,,,,P,2019,,,
2132395,7715591,DE,,,AA-IVA,AA-IVA,FCA USA,,CHALLENGER,,,DODGE,CHALLENGER SRT 392,M1,M1,1,1887.0,,294.0,321.0,,,,petrol,M,6417.0,362.0,,,,,,,P,2019,,,
2136509,7719748,DE,,,AA-IVA,AA-IVA,DAIMLER D,,204,,,MERCEDES-BENZ,AMG C 43 4MATIC,M1,M1,1,1885.0,,296.0,296.0,,,,petrol,M,2996.0,287.0,,,,,,,P,2019,,,
2136685,7719924,DE,,,BORGWARD,BEIJING BORGWARD AUTOMOTIVE CO LTD,BEIJING BORGWARD RC,E13*KS07/46*1615*04,S7,AAPA14,BPE57AB,BORGWARD,BX7 TS,M1,M1,1,1854.0,1933.0,233.0,242.0,2760.0,1610.0,1610.0,petrol,M,1981.0,165.0,,,,,,,P,2019,,,
2136803,7720042,DE,,,AA-IVA,AA-IVA,FCA USA,,CHALLENGER,,,DODGE,FCA USA,M1,M1,1,1887.0,,294.0,,,,,petrol,M,6417.0,362.0,,,,,,,P,2019,,,
2137171,7720412,DE,,VW GROUP PC,AUDI AG,AUDI AG,AUDI,E1*2001/116*0430*54,B8,C2CWGDQ1,QA8QA8D5007P8W26S47MMEM1,AUDI,S5 COUPE,M1,M1,1,1690.0,,174.0,,2770.0,1577.0,1558.0,petrol,M,2995.0,260.0,,,,,,,P,2019,,,
2139322,7722574,DE,,,AA-IVA,AA-IVA,AUDI,,F2,,,AUDI,A7 SPORTBACK QUATTRO TFSI,M1,M1,1,1890.0,,163.0,,,,,petrol,M,2995.0,250.0,,,,,,,P,2019,,,
2139833,7723085,DE,,VW GROUP PC,AUDI SPORT,AUDI SPORT GMBH,AUDI SPORT,E1*2001/116*0447*14,B8,C2DECAQ1,QA8QA8D5021RS21E207CPAEM1,AUDI,RS5 COUPE,M1,M1,1,1760.0,1932.0,206.0,214.0,2772.0,1603.0,1597.0,petrol,M,2894.0,331.0,,,,,,,P,2019,,,
2139944,7723196,DE,,,VOLVO,VOLVO CAR CORPORATION,VOLVO S,E9*2007/46*0023*27,F,FH40,FH40LC,VOLVO,S60 CROSS COUNTRY,M1,M1,1,1722.0,,168.0,,2774.0,1619.0,1577.0,petrol,M,1969.0,180.0,,,,,,,P,2019,,,
2139949,7723201,DE,,,GENERAL MOTORS HOLDINGS,GENERAL MOTORS HOLDINGS LLC,GENERAL MOTORS USA,E13*2007/46*1066*20,GMT166,ABBA,ABHEEBBFA,CADILLAC,ATS-V,M1,M1,1,1775.0,,265.0,,2775.0,1538.0,1537.0,petrol,M,3564.0,346.0,,,,,,,P,2019,,,
2140903,7724163,DE,,,AA-IVA,AA-IVA,DONGFENG RC,,DXK6470AS-XPL1,,,DFSK SOKON,DFSK MOTOR CO LTD,M1,M1,1,1585.0,1681.0,206.0,222.0,2780.0,1570.0,1572.0,petrol,M,1499.0,107.0,,,,,,,P,2019,,,
2141236,7724499,DE,,VW GROUP PC,AUDI AG,AUDI AG,AUDI,E1*2001/116*0430*54,B8,K2CWGDQ1,QA8QA8D5007P8W26S47MMEM1,AUDI,S5 CABRIOLET,M1,M1,1,1915.0,,181.0,,2770.0,1577.0,1558.0,petrol,M,2995.0,260.0,,,,,,,P,2019,,,
2141419,7724682,DE,,TOYOTA-MAZDA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,TOYOTA EUROPE B,E11*2001/116*0350*11,AR2,WAR20(WC),WAR20L-GWFEYW(2M),TOYOTA,TOYOTA VERSO,M1,M1,1,1595.0,,119.0,,2780.0,1540.0,1540.0,diesel,M,1598.0,82.0,,,,,,,P,2019,,,
2142286,7650554,DE,,,GENERAL MOTORS HOLDINGS,GENERAL MOTORS HOLDINGS LLC,GENERAL MOTORS USA,E13*KS07/46*1275*12,Y1BC,ABAA,ACCBCCBDA,CHEVROLET,CORVETTE,M1,M1,1,1734.0,,322.0,,2710.0,1633.0,1607.0,petrol,M,6162.0,485.0,,,,,,,P,2019,,,
2143007,7651275,DE,,,AA-IVA,AA-IVA,FORD USA,,MUSTANG,,,FORD,MUSTANG ECOBOOST,M1,M1,1,1735.0,,227.0,,2720.0,,,petrol,M,2261.0,231.0,,,,,,,P,2019,,,
2143626,7651898,DE,,,AA-IVA,AA-IVA,PEUGEOT F,,JS,,,PEUGEOT,3008 HYBRID,M1,M1,1,1827.0,,132.0,,,,,petrol,M,1588.0,220.0,,,,,,,P,2019,,,
2146124,7654409,DE,,,AA-IVA,AA-IVA,AUDI,,B8,,,AUDI,AUDI A4 AVANT,M1,M1,1,1830.0,,206.0,,,,,diesel,M,2967.0,210.0,,,,,,,P,2019,,,
2147303,7655594,DE,,,AA-IVA,AA-IVA,AUDI,,F2,,,AUDI,A7 SPORTBACK QUATTRO 30,M1,M1,1,1835.0,,162.0,,,,,petrol,M,2995.0,250.0,,,,,,,P,2019,,,
2147749,7656049,DE,,,AA-IVA,AA-IVA,AUDI,,F5,,,AUDI,AUDI A5 COUPE,M1,M1,1,1835.0,,206.0,,,,,diesel,M,2967.0,255.0,,,,,,,P,2019,,,
2148404,7656711,DE,,,AA-IVA,AA-IVA,DAIMLER D,,212,,,MERCEDES-BENZ,E 260 4MATIC,M1,M1,1,1832.0,,,193.0,,,,petrol,M,1497.0,135.0,,,,,,,P,2019,,,
2149737,7658071,DE,,PSA-OPEL,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,PEUGEOT F,E2*2001/116*0365*31,7,J5FK,6/3,PEUGEOT,PARTNER ODER RANCH,M1,M1,1,1395.0,,148.0,,2728.0,1507.0,1556.0,petrol,M,1598.0,72.0,,,,,,,P,2019,,,
2153805,7662223,DE,,,AA-IVA,AA-IVA,AUDI,,B8,,,AUDI,A4 LIMOUSINE QR4185 A7,M1,M1,1,1840.0,,155.0,,,,,petrol,M,1984.0,185.0,,,,,,,P,2019,,,
2153916,7662334,DE,,,AA-IVA,AA-IVA,DAIMLER D,,R1EC,,,MERCEDES-BENZ,E 450 C,M1,M1,1,1840.0,,,202.0,,,,petrol,M,2996.0,270.0,,,,,,,P,2019,,,
2154104,7675028,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*0548*01,172,K4S8M0,NZAAA222,MERCEDES-BENZ,SLK 200,M1,M1,1,1470.0,,151.0,,2430.0,1550.0,1567.0,petrol,M,1796.0,135.0,,,,,,,P,2019,,,
2154230,7675154,DE,,,AA-IVA,AA-IVA,DAIMLER D,,212,,,MERCEDES-BENZ,E 400 D,M1,M1,1,1845.0,,,196.0,,,,diesel,M,2925.0,250.0,,,,,,,P,2019,,,
2155092,7676023,DE,,,AA-IVA,AA-IVA,DAIMLER D,,204,,,MERCEDES-AMG,AMG C 43 4M,M1,M1,1,1845.0,,,199.0,,,,petrol,M,2996.0,270.0,,,,,,,P,2019,,,
2156736,7677683,DE,,,AA-IVA,AA-IVA,GENERAL MOT-GMCUSA,,UD2UC-P014,,,CHEVROLET,EQUINOX,M1,M1,1,1850.0,,170.0,,,,,diesel,M,1995.0,120.0,,,,,,,P,2019,,,
2156905,7677852,DE,,,AA-IVA,AA-IVA,DAIMLER D,,204X,,,,GLC 250 D 4MATICGLC 250 D,M1,M1,1,1845.0,,139.0,,,,,diesel,M,2143.0,150.0,,,,,,,P,2019,,,
2160068,7681042,DE,,,AA-IVA,AA-IVA,DAIMLER D,,204,,,MERCEDES-AMG,AMG C 43 4M C,M1,M1,1,1845.0,,,199.0,,,,petrol,M,2996.0,270.0,,,,,,,P,2019,,,
2160781,7681757,DE,,,AA-IVA,AA-IVA,GENERAL MOT-GMCUSA,,XT4,,,CADILLAC,CADILLAC XT4,M1,M1,1,1854.0,,257.0,257.0,,,,petrol,M,1998.0,177.0,,,,,,,P,2019,,,
2161056,7682032,DE,,,AA-IVA,AA-IVA,GENERAL MOT-GMCUSA,,UA2LL-PTP18,,,CADILLAC,CTS,M1,M1,1,1856.0,,180.0,,,,,petrol,M,1998.0,172.0,,,,,,,P,2019,,,
2162330,7683315,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*0548*14,172,K45HT0,CZBA020A,MERCEDES-BENZ,AMG SLC 43,M1,M1,1,1595.0,1675.0,185.0,198.0,2430.0,1551.0,1566.0,petrol,M,2996.0,287.0,,,,,,,P,2019,,,
2162456,7683441,DE,,,BLUECAR,BLUECAR SAS,BLUECAR F,E9*2007/46*6520*00,EM,E,B1A,CITROEN,E-MEHARI,M1,M1,1,1526.0,,0.0,0.0,2430.0,1490.0,1490.0,electric,E,,35.0,200.0,,,,,,P,2019,,,
2162994,7683985,DE,,,AA-IVA,AA-IVA,DAIMLER D,,204X,,,MERCEDES-BENZ,GLC 300 D,M1,M1,1,1855.0,,,205.0,,,,diesel,M,1950.0,180.0,,,,,,,P,2019,,,
2164074,7685076,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*1909*03,F2B,O006T2,KZAA150A,MERCEDES-BENZ,B 160 D,M1,M1,1,1465.0,1585.0,107.0,124.0,2729.0,1569.0,1574.0,diesel,M,1461.0,70.0,,e1 9,1.5,,,,P,2019,,,
2164133,7685137,DE,,DAIMLER AG,DAIMLER AG,DAIMLER AG,DAIMLER D,E1*2007/46*0548*12,172,K404P0,CZBA0222,MERCEDES-BENZ,SLC 250 D,M1,M1,1,1605.0,,114.0,,2430.0,1550.0,1555.0,diesel,M,2143.0,150.0,,,,,,,P,2019,,,
2164781,7685786,DE,,,AA-IVA,AA-IVA,DAIMLER D,,204X,,,MERCEDES-BENZ,AMG GLC 43 4MATIC C,M1,M1,1,1855.0,,,199.0,,,,petrol,M,2996.0,270.0,,,,,,,P,2019,,,
2166592,7625105,DE,,,AA-IVA,AA-IVA,VOLKSWAGEN-VW,,E1,,,VOLKSWAGEN VW,ID3,M1,M1,1,1808.0,,0.0,0.0,,,,electric,E,,150.0,,,,,,,P,2019,,,
2172395,7630962,DE,,,AA-IVA,AA-IVA,ASTON MARTIN GB,,VH1THUNDERBOLT,,,THUNDERBOLT,THUNDERBOLT,M1,M1,1,1815.0,,367.0,,,,,petrol,M,5935.0,380.0,,,,,,,P,2019,,,
2174640,7633242,DE,,,NISSAN,NISSAN INTERNATIONAL SA,NISSAN CH,E11*2007/46*2977*06,H15,E,E61,INFINITI,INFINITI QX30,M1,M1,1,1642.0,1750.0,174.0,194.0,2700.0,1566.0,1574.0,petrol,M,1991.0,155.0,,,,,,,P,2019,,,
2174895,7633503,DE,,,AA-IVA,AA-IVA,BAYERMOTWERKE-BMW,,F4871AB,,,BMW,X1 25XE IPERFORMANCE,M1,M1,1,1815.0,,62.0,,,,,petrol/electric,P,1499.0,100.0,,,,,,,P,2019,,,
