,ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
0,49946802,DE,IP-2019_4002-WME-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0413*43,451,53E5Y0,ZZBAA20B,SMART,EQ FORTWO COUPE,M1,M1,1,1095.0,1158.0,0.0,0.0,1873.0,1431.0,1471.0,ELECTRIC,E,,41.0,165.0,,,,,,P,2021,2021-02-23,,152.0
9,49946811,DE,IP-MLB49_Z_A0_0684-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*77,B8,A2DTNAF1,FD7FD7CK006RT011B17S54BIAEM1AD1,AUDI,A4 AVANT,M1,M1,1,1605.0,1754.0,,130.0,2826.0,1558.0,1565.0,DIESEL,H,1968.0,120.0,,,,,,,P,2021,2021-03-15,5.0,
108,49946910,DE,IP-MLB49_Z_B0_0694-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*77,B8,H2DTPAQ1,QD7AD7CJ003RT151E19S54BIBEM10D1,AUDI,A4 ALLROAD QUATTRO,M1,M1,1,1720.0,1908.0,,153.0,2828.0,1560.0,1572.0,DIESEL,H,1968.0,150.0,,,,,,,P,2021,2021-03-01,5.9,
109,49946911,DE,IP-02_01_2021_2205-W1V-1,,AA-IVA,AA-IVA,,E1*2007/46*0457*27,639/2,KOU4L320VXX,2GJRDX27BEXX,MERCEDES-BENZ,VITO TOURER,M1,M1,1,2032.0,2332.0,,190.0,3200.0,1646.0,1666.0,DIESEL,M,1950.0,120.0,,E1 29,,1.0,,,P,2021,2021-10-12,7.2,
120,49946922,DE,IP-MLB49_Z_A0_0616-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*77,B8,L2DMSBF1,FM6FM6DJ011RT011B17S54BIAEM10B1,AUDI,A4 LIMOUSINE,M1,M1,1,1510.0,1609.0,,139.0,2829.0,1558.0,1565.0,PETROL,H,1984.0,110.0,,,,,,,P,2021,2021-02-16,6.1,
453,49947255,DE,IP-MLB49_Z_B0_0665-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*77,B8,A2DMKCQ1,QA8QA8D5016RT111E18S54BIBEM10D2,AUDI,S4 AVANT,M1,M1,1,1910.0,2041.0,,191.0,2826.0,1558.0,1565.0,DIESEL,H,2967.0,251.0,,,,,,,P,2021,2021-03-17,7.3,
1109,49947911,DE,,,AA-IVA,AA-IVA,,,,,,"VOLKSWAGEN, VW",ATLAS CROSS SPORT,M1,M1,1,2031.0,,,,,,,PETROL,M,1984.0,175.0,,,,,,,P,2021,2021-07-01,,
1664,49948466,DE,IP-020120212205-W1V-1,,AA-IVA,AA-IVA,,,639/2,,,,,M1,M1,1,2474.0,2343.0,,190.0,3200.0,1666.0,1646.0,DIESEL,M,1950.0,120.0,,E1 29,,1.0,,,P,2021,2021-10-14,,
2219,49949021,DE,,,AA-IVA,AA-IVA,,,639/2,,,MERCEDES-BENZ,,M1,M1,1,2150.0,,,,,,,PETROL,M,1991.0,155.0,,,,,,,P,2021,2021-05-28,,
2220,49949022,DE,,,AA-IVA,AA-IVA,,,,,,"VOLKSWAGEN, VW",ATLAS,M1,M1,1,2094.0,,,280.0,,,,PETROL,M,1984.0,175.0,,,,,,,P,2021,2021-03-10,,
2541,49949343,DE,IP-MLB49_Z_A0_0613-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*78,B8,A2DRXAF1,FD7FD7CK005RT011B18S54BIAEM10C0,AUDI,A4 AVANT G-TRON,M1,M1,1,1665.0,1773.0,,123.0,2826.0,1558.0,1565.0,NG,M,1984.0,125.0,,,,,,,P,2021,2021-05-18,6.9,
2553,49949355,DE,,,AA-IVA,AA-IVA,,,639/2,,,MERCEDES-BENZ,EVITO,M1,M1,1,2650.0,,0.0,0.0,,,,ELECTRIC,E,,150.0,,,,,,,P,2021,2021-08-04,,
3198,52072883,DE,IP-V362_2019_00045-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E5*2007/46*1034*08,FAC,BKFA1EBX,S9AGCSAFCAWNE,FORD,TRANSIT CUSTOM,M1,M1,1,2135.0,2494.0,,219.0,3300.0,1734.0,1735.0,DIESEL,M,1995.0,96.0,,E5 29,,1.1,,,P,2021,2021-04-06,8.3,
3204,52072889,DE,IP-MQB37AZ_A0_0812-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1900*18,F3,SDFYAF1,FD7FD7GC008RT51A174BIAHA3EM10B2,AUDI,Q3 SPORTBACK,M1,M1,1,1605.0,1683.0,,147.0,2677.0,1582.0,1583.0,PETROL,H,1498.0,110.0,,,,,,,P,2021,2021-06-10,6.5,
3215,52072900,DE,IP-MQB37AZ_A0_0911-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1900*18,F3,XDGEAF1,FD6FD6DD002RT21A174BIAHA7EM90B3,AUDI,Q3 E-TRON,M1,M1,1,1815.0,1910.0,32.0,37.0,2677.0,1582.0,1583.0,PETROL/ELECTRIC,P,1395.0,110.0,162.0,,,,,,P,2021,2021-07-19,,61.0
3237,52072922,DE,IP-MQB37AZ_B0_0911-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1900*18,F3,SDGEAF1,FD6FD6DD002RT61C204BIBHA7EM90B3,AUDI,Q3 SPORTBACK E-TRON,M1,M1,1,1815.0,1946.0,38.0,44.0,2677.0,1582.0,1583.0,PETROL/ELECTRIC,P,1395.0,110.0,173.0,,,,,,P,2021,2021-08-06,,57.0
3248,52072933,DE,IP-MQB37AS_A2_0817-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1900*18,F3,XDTSBF1,FD7FD7GC009RT21C184BIAHA3EM1AD0,AUDI,Q3,M1,M1,1,1655.0,1769.0,,149.0,2677.0,1582.0,1583.0,DIESEL,M,1968.0,110.0,,E13 28 29,,1.8,,,P,2021,2021-05-25,5.7,
3282,52072967,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 400 D 4MATIC,M1,M1,1,2070.0,,,196.0,,,,DIESEL,H,2989.0,272.0,,,,,,,P,2021,2021-12-20,,
3393,52073078,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 180,M1,M1,1,1810.0,,,200.0,,,,PETROL,H,1999.0,125.0,,,,,,,P,2021,2021-12-13,,
3505,52073190,DE,,,AA-IVA,AA-IVA,,,CAMARO,SS,,CHEVROLET,CHEVROLET CAMARO,M1,M1,1,1722.0,,,296.0,,,,PETROL,M,6162.0,339.0,,,,,,,P,2021,2021-03-17,,
3689,52073374,DE,IP-U625_2019_00001-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E13*2007/46*2217*00,WUJ,BQWA4YX,7ABAZNAPDAB,FORD,EXPLORER,M1,M1,1,2541.0,2694.0,,71.0,3025.0,1704.0,1714.0,PETROL/ELECTRIC,P,2956.0,267.0,215.0,,,,,,P,2021,2021-04-29,,
3727,52073412,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 300,M1,M1,1,1875.0,,,212.0,,,,PETROL,H,1999.0,190.0,,,,,,,P,2021,2021-11-15,,
4391,52074078,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 200,M1,M1,1,1820.0,,,193.0,,,,PETROL,H,1999.0,150.0,,,,,,,P,2021,2021-10-27,,
5280,52074967,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 200 4MATIC,M1,M1,1,1895.0,,,199.0,,,,PETROL,H,1999.0,150.0,,,,,,,P,2021,2021-11-25,,
5724,52075411,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 300 E,M1,M1,1,2240.0,,,25.0,,,,PETROL/ELECTRIC,P,1999.0,150.0,,,,,,,P,2021,2021-11-03,,
5949,52075636,DE,IP-BX72_2019_00008-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*06,J2K,BZJA12X,5CCPTNAXNCC,FORD,PUMA,M1,M1,1,1280.0,1397.0,,135.0,2588.0,1562.0,1518.0,PETROL,H,999.0,114.0,,E9 32 37,,2.1,,,P,2021,2021-06-28,,
6166,52075853,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 400 4MATIC,M1,M1,1,2290.0,,,27.0,,,,PETROL/ELECTRIC,P,1999.0,185.0,,,,,,,P,2021,2021-11-25,,
6497,52076184,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 300 E 4MATIC,M1,M1,1,2290.0,,,27.0,,,,PETROL/ELECTRIC,P,1999.0,150.0,,,,,,,P,2021,2021-12-17,,
6607,52076294,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,E 450 4MATIC,M1,M1,1,1995.0,,,225.0,,,,PETROL,H,2999.0,280.0,,,,,,,P,2021,2021-11-03,,
7604,52077291,DE,,,AA-IVA,AA-IVA,,,R2EW,,,MERCEDES-BENZ,AMG E 53 E PERFORMANCE,M1,M1,1,2325.0,,,27.0,,,,PETROL/ELECTRIC,P,2999.0,300.0,,,,,,,P,2021,2021-11-15,,
7826,52077513,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 350 D,M1,M1,1,2070.0,,,160.0,,,,DIESEL,H,2999.0,230.0,,,,,,,P,2021,2021-07-30,,
7937,52077624,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 400 D 4MATIC,M1,M1,1,2120.0,,,160.0,,,,DIESEL,H,2999.0,272.0,,,,,,,P,2021,2021-01-19,,
9050,52078737,DE,IP-E4JLPHEVRUB-1C4-1,,AA-IVA,AA-IVA,,E4*2001/116*0116*38,JK,JTAFG,M5H61A,JEEP,WRANGLER UNLIMITED,M1G,M1G,1,2409.0,2602.0,,94.0,3008.0,1636.0,1636.0,PETROL/ELECTRIC,P,1995.0,200.0,239.0,,,,,,P,2021,2021-11-08,,
9383,52079070,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 350 D 4MATIC,M1,M1,1,2070.0,,,219.0,,,,DIESEL,M,2925.0,210.0,,,,,,,P,2021,2021-04-22,,
11049,52080736,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 450,M1,M1,1,1970.0,,,206.0,,,,PETROL,H,2999.0,270.0,,,,,,,P,2021,2021-03-02,,
11493,52081181,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 450 4MATIC,M1,M1,1,1995.0,,,228.0,,,,PETROL,H,2999.0,270.0,,,,,,,P,2021,2021-03-23,,
13046,52082736,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 500 4MATIC,M1,M1,1,2045.0,,,227.0,,,,PETROL,H,2999.0,320.0,,,,,,,P,2021,2021-06-17,,
14935,52084625,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 580 E,M1,M1,1,2365.0,,,206.0,,,,PETROL/ELECTRIC,P,2999.0,270.0,,,,,,,P,2021,2021-03-12,,
17931,52087624,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 580 E 4MATIC,M1,M1,1,2425.0,,,206.0,,,,PETROL,H,2999.0,270.0,,,,,,,P,2021,2021-03-18,,
18265,52087958,DE,,,AA-IVA,AA-IVA,,,R2S,,,MERCEDES-BENZ,S 580 4MATIC,M1,M1,1,2115.0,,,251.0,,,,PETROL,H,4000.0,370.0,,,,,,,P,2021,2021-02-05,,
20148,52089848,DE,,,AA-IVA,AA-IVA,,,WRANGLER,RUBICON,RUBICON,JEEP,JEEP WRANGLER,M1G,M1G,1,2315.0,,,367.0,,,,PETROL,M,6417.0,350.0,,,,,,,P,2021,2021-11-09,,
29838,52099544,DE,IP-V362_2019_00055-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E5*2007/46*1034*08,FAC,BCFC1TBX,S9WRASAEDAWYC,FORD,TOURNEO CUSTOM,M1,M1,1,2311.0,2622.0,,199.0,2933.0,1754.0,1744.0,DIESEL,H,1995.0,136.0,,,,,,,P,2021,2021-06-11,,
30126,52099839,DE,,,AA-IVA,AA-IVA,,,CAMARO,,,CHEVROLET,,M1,M1,1,1722.0,,,,,,,PETROL,M,6162.0,339.0,,,,,,,P,2021,2021-11-04,,
30283,51650000,DE,IP-5GB____EAT84550-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*18,M,4,5GBU-C1J000,PEUGEOT,3008,M1,M1,1,1908.0,1997.0,34.0,29.0,2675.0,1601.0,1610.0,PETROL/ELECTRIC,P,1598.0,147.0,152.0,,,,,,P,2021,2021-09-17,,69.0
30291,51650008,DE,IP-03_949_0245A-ZAR-1,STELLANTIS,ALFA ROMEO,ALFA ROMEO SPA,,E3*2007/46*0435*22,949,AXU2A,NBAA2B,ALFA ROMEO,STELVIO,M1,M1,1,1820.0,1979.0,,156.0,2818.0,1627.0,1674.0,DIESEL,M,2143.0,140.0,,E3 29,,0.7,,,P,2021,2021-11-30,6.0,
30314,51650031,DE,,,AA-IVA,AA-IVA,,,U12,11FX,11FX,BMW BRILLIANCE (RC),X1 SDRIVE 20LI,M1,M1,1,1717.0,,,,,,,PETROL,M,1998.0,115.0,,,,,,,P,2021,2021-12-10,,
30315,51650032,DE,,,AA-IVA,AA-IVA,,,DURANGO,R/T,AWD,DODGE,DODGE DURANGO R/T,M1G,M1G,1,2599.0,,,,3042.0,,,LPG,B,5654.0,268.0,,,,,,,P,2021,2021-06-23,,
30512,51650229,DE,IP-5GF____ATN83540-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*14,M,4,5GFR-S1U000,PEUGEOT,5008,M1,M1,1,1505.0,1779.0,,170.0,2840.0,1601.0,1610.0,PETROL,M,1598.0,133.0,,,,,,,P,2021,2021-02-08,,
30648,51650365,DE,,,AA-IVA,AA-IVA,,,G18,21EP,,BMW,X5 XDRIVE 40I,M1,M1,1,2300.0,,,,,,,PETROL,M,2998.0,245.0,,,,,,,P,2021,2021-07-26,,
31203,51650920,DE,,,AA-IVA,AA-IVA,,,G18,21EP,,BMW,X5 XDRIVE 40LI,M1,M1,1,2300.0,,,,,,,PETROL,M,2998.0,245.0,,,,,,,P,2021,2021-08-12,,
31537,51651254,DE,,,AA-IVA,AA-IVA,,,G28,21FH,21FH,BMW BRILLIANCE (RC),330LI,M1,M1,1,1693.0,,,,,,,PETROL,M,1998.0,190.0,,,,,,,P,2021,2021-11-15,,
31648,51651365,DE,,,AA-IVA,AA-IVA,,,F52,2W51,2W51,BMW,118I,M1,M1,1,1433.0,,,,,,,PETROL,M,1499.0,103.0,,,,,,,P,2021,2021-09-21,,
31870,51651587,DE,,,AA-IVA,AA-IVA,,,F52,2W71,2W71,BMW,120I,M1,M1,1,1525.0,,,,,,,DIESEL,M,1998.0,141.0,,,,,,,P,2021,2021-09-20,,
32092,51651809,DE,,,AA-IVA,AA-IVA,,,U12,31FX,31FX,BMW BRILLIANCE (RC),X1 SDRIVE 25LI,M1,M1,1,1748.0,,,,,,,PETROL,M,1998.0,150.0,,,,,,,P,2021,2021-11-29,,
32314,51652031,DE,,,AA-IVA,AA-IVA,,,U12,41FX,41FX,BMW BRILLIANCE (RC),X1 XDRIVE 25LI,M1,M1,1,1748.0,,,,,,,PETROL,M,1998.0,150.0,,,,,,,P,2021,2021-12-13,,
32648,51652365,DE,,,AA-IVA,AA-IVA,,,G20,5R14,,BMW,330I,M1,M1,1,1570.0,,,,,,,PETROL,M,1998.0,185.0,,,,,,,P,2021,2021-05-21,,
32870,51652587,DE,,,AA-IVA,AA-IVA,,,G38,81AF,,BMW,530LI XDRIVE,M1,M1,1,1870.0,,,,,,,PETROL,M,1998.0,185.0,,,,,,,P,2021,2021-06-11,,
32981,51652698,DE,,,AA-IVA,AA-IVA,,,G28,81BE,81BE,BMW,I3 E DRIVE 35L,M1,M1,1,2104.0,,0.0,0.0,,,,ELECTRIC,E,,90.0,,,,,,,P,2021,2021-09-09,,
35313,51655030,DE,,,AA-IVA,AA-IVA,,,F39,YH34,YH34,BMW,X2 SDRIVE 20I,M1,M1,1,1570.0,,,,,,,PETROL,M,1998.0,141.0,,,,,,,P,2021,2021-09-16,,
35534,51655251,DE,,,AA-IVA,AA-IVA,,,F39,YH54,YH54,BMW,X2 XDRIVE 20I,M1,M1,1,1615.0,,,,,,,PETROL,M,1997.0,141.0,,,,,,,P,2021,2021-09-21,,
35756,51655473,DE,,,AA-IVA,AA-IVA,,,E43-WK06Q,,,CITROEN,C5 X,M1,M1,1,1465.0,,,,,,,PETROL,M,1598.0,132.0,,,,,,,P,2021,2021-10-07,,
36534,51656251,DE,,,AA-IVA,AA-IVA,,,F2B,,,MERCEDES-BENZ,GLB 200,M1,M1,1,1555.0,,,180.0,,,,PETROL,M,1332.0,120.0,,,,,,,P,2021,2021-02-12,,
36645,51656362,DE,,,AA-IVA,AA-IVA,,,204X,,,MERCEDES-BENZ,EQC 400 4MATIC,M1,M1,1,2495.0,,0.0,0.0,,,,ELECTRIC,E,,300.0,,,,,,,P,2021,2021-02-24,,
36756,51656473,DE,,,AA-IVA,AA-IVA,,,R2CW,,,MERCEDES-BENZ,C 260 L,M1,M1,1,1740.0,,,174.0,,,,PETROL,H,1496.0,150.0,,,,,,,P,2021,2021-11-10,,
36867,51656584,DE,,,AA-IVA,AA-IVA,,,R2CGLC,,,MERCEDES-BENZ,GLC 300 L 4MATIC,M1,M1,1,2111.0,,,209.0,,,,PETROL,H,1999.0,190.0,,,,,,,P,2021,2021-12-01,,
36978,51656695,DE,,,AA-IVA,AA-IVA,,,T77,CA6455A6A,,FAW,BESTUNE T77 PRO,M1,M1,1,1590.0,,,213.0,,,,PETROL,M,1498.0,118.0,,,,,,,P,2021,2021-04-21,,
36980,51656697,DE,,,AA-IVA,AA-IVA,,,JL,LJ74JL,UNLIMITEDSPORT,JEEP,WRANGLER,M1G,M1G,1,2092.0,,,,,,,PETROL,H,3604.0,209.0,,,,,,,P,2021,2021-08-05,,
37202,51656919,DE,,,AA-IVA,AA-IVA,,,T77,CA6455A6A,CA6455A6A,FAW,BESTUNE T77 PRO PREMIUM,M1,M1,1,1580.0,1648.0,,214.0,2700.0,1575.0,1565.0,PETROL,M,1498.0,118.0,,,,,,,P,2021,2021-11-11,,
38198,50123568,DE,IP-MLB49_Z_A0_0692-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*81,B8,S2DTPAF1,FD7FD7CK006RT171E19S54BIAEM10D1,AUDI,A5 SPORTBACK,M1,M1,1,1605.0,1748.0,,145.0,2829.0,1558.0,1577.0,DIESEL,H,1968.0,150.0,,E13 33,,1.2,,,P,2021,2021-11-24,5.5,
38199,50123569,DE,IP-2019_2403-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*10,F2B,OH10T2,JZAA150B,MERCEDES-BENZ,GLA 180 D,M1,M1,1,1615.0,1817.0,,143.0,2729.0,1619.0,1627.0,DIESEL,M,1950.0,85.0,,E1 29,,1.0,,,P,2021,2021-09-14,5.4,
38253,50123623,DE,IP-MLB49_Z_B0_0665-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*81,B8,S2DMKCQ1,QA8QA8D5016RT241E18S54BIBEM10D2,AUDI,S5 SPORTBACK,M1,M1,1,1895.0,2046.0,,189.0,2829.0,1558.0,1577.0,DIESEL,H,2967.0,251.0,,,,,,,P,2021,2021-11-26,7.2,
38287,50123657,DE,,,AA-IVA,AA-IVA,,,GA,,,AUDI,AUDI Q2,M1,M1,1,1570.0,,,,,,,DIESEL,M,1968.0,110.0,,,,,,,P,2021,2021-05-07,,
38292,50123662,DE,IP-2019_2404-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*06,F2B,OH1CT2,JZAA050A,MERCEDES-BENZ,GLA 200 D,M1,M1,1,1615.0,1781.0,,142.0,2729.0,1619.0,1627.0,DIESEL,M,1950.0,110.0,,,,,,,P,2021,2021-01-08,,
38398,50123768,DE,IP-MQB37SZ_A2_0552-WAU-1,,AA-IVA,AA-IVA,,E1*2007/46*1552*23,GA,XDTRDF1,FM6FM6C9012RT11B164BIAEM1HA00D0,AUDI,Q2,M1,M1,1,1440.0,1551.0,,126.0,2589.0,1538.0,1547.0,DIESEL,M,1968.0,85.0,,E13 29,,1.0,,,P,2021,2021-09-14,4.8,
38409,50123779,DE,IP-MLB49_Z_A0_0722-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*83,B8,C2DMTAQ1,QD7AD7CJ004RT181E20S44BIAEM10B1,AUDI,A5 COUPE,M1,M1,1,1635.0,1723.0,,172.0,2770.0,1558.0,1577.0,PETROL,H,1984.0,195.0,,E13 33,,1.4,,,P,2021,2021-12-27,7.6,
38431,50123801,DE,IP-MLB49_Z_A0_0670-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*80,B8,K2DMSAF1,FD7FD7CK003RT171B17S44BIAEM10B1,AUDI,A5 CABRIOLET,M1,M1,1,1745.0,1823.0,,149.0,2770.0,1558.0,1577.0,PETROL,H,1984.0,150.0,,E13 33,,1.4,,,P,2021,2021-10-04,6.6,
38619,50123989,DE,IP-MLB49_Z_A0_0640-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0430*81,B8,K2CWGDQ1,QA8QA8D5025RT251E20S44BIAEM10B0,AUDI,S5 CABRIOLET,M1,M1,1,1915.0,2012.0,,209.0,2770.0,1558.0,1577.0,PETROL,M,2995.0,260.0,,,,,,,P,2021,2021-10-20,9.2,
38786,50124156,DE,IP-MLB65ZZ_B0_0635-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1751*11,F8,LCWWBQ2,QA8QA8D6012RT71C21S54BFBEM1,AUDI,S8,M1,M1,1,2305.0,2493.0,,269.0,2998.0,1610.0,1622.0,PETROL,H,3996.0,420.0,,,,,,,P,2021,2021-01-20,11.8,
38808,50124178,DE,IP-MLB65ZZ_B0_0612-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1751*11,F8,LCZSEQ2,QA8QA8DY001RT31C20S54BFBEM9,AUDI,A8,M1,M1,1,2375.0,2521.0,,65.0,2998.0,1610.0,1622.0,PETROL/ELECTRIC,P,2995.0,250.0,210.0,,,,,,P,2021,2021-08-25,,51.0
39035,50124405,DE,IP-2019_2408-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*06,F2B,OH1CT1,JZAA050A,MERCEDES-BENZ,GLA 200 D 4MATIC,M1,M1,1,1670.0,1839.0,,149.0,2729.0,1627.0,1619.0,DIESEL,M,1950.0,110.0,,,,,,,P,2021,2021-04-14,5.7,
39176,50124546,DE,,,AA-IVA,AA-IVA,,,CHARGER,,,DODGE,CHARGER SCAT PACK WB,M1,M1,1,2058.0,,,294.0,,,,PETROL,M,6417.0,362.0,,,,,,,P,2021,2021-08-16,,
39368,50124738,DE,IP-2019_2405-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*06,F2B,OH1ET2,JZAA050A,MERCEDES-BENZ,GLA 220 D,M1,M1,1,1615.0,1781.0,,144.0,2729.0,1619.0,1627.0,DIESEL,M,1950.0,140.0,,,,,,,P,2021,2021-01-15,,
39849,50125219,DE,IP-2019_2410-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*06,F2B,OH1ET1,JZAA050A,MERCEDES-BENZ,GLA 220 D 4MATIC,M1,M1,1,1670.0,1840.0,,150.0,2729.0,1619.0,1627.0,DIESEL,M,1950.0,140.0,,,,,,,P,2021,2021-01-04,,
40456,50125826,DE,IP-2019_1433-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*06,F2B,OH46T2,JZAZ054A,MERCEDES-BENZ,GLA 250,M1,M1,1,1540.0,1727.0,,175.0,2729.0,1619.0,1627.0,PETROL,M,1991.0,165.0,,,,,,,P,2021,2021-06-03,,
40873,50126243,DE,IP-2019_1434-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*06,F2B,OH46T1,JZAA054A,MERCEDES-BENZ,GLA 250 4MATIC,M1,M1,1,1600.0,1808.0,,178.0,2729.0,1619.0,1627.0,PETROL,M,1991.0,165.0,,,,,,,P,2021,2021-04-28,7.8,
41065,50126435,DE,IP-MQB37SZ_A0_0557-WAU-1,,AA-IVA,AA-IVA,,E1*2007/46*1552*25,GA,XDNFCQ1,QD7AD7GC006RT31C194BIAEM1HA00B0,AUDI,SQ2,M1,M1,1,1610.0,1723.0,,191.0,2589.0,1538.0,1547.0,PETROL,M,1984.0,221.0,,E13 29,,1.1,,,P,2021,2021-12-22,8.4,
41399,50126769,DE,,,AA-IVA,AA-IVA,,,CHARGER,,,DODGE,CHARGER SCAT PACK,M1,M1,1,2058.0,,,,,,,PETROL,M,6417.0,362.0,,,,,,,P,2021,2021-07-14,,
41510,50126880,DE,,,AA-IVA,AA-IVA,,,GA,,,AUDI,AUDI SQ2,M1,M1,1,1842.0,,,,,,,PETROL,M,1984.0,221.0,,,,,,,P,2021,2021-12-22,,
42509,50127879,DE,,,AA-IVA,AA-IVA,,,GB,,,,AUDI A1 CITY CARVER,M1,M1,1,1245.0,1480.0,,154.0,2554.0,1528.0,1502.0,PETROL,M,999.0,85.0,,,,,,,P,2021,2021-03-16,,
42539,50127909,DE,IP-2019_1426-WDB-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*07,F2B,OH51T1,JZAZ150A,MERCEDES-BENZ,AMG GLA 35,M1,M1,1,1680.0,1856.0,,190.0,2729.0,1609.0,1617.0,PETROL,M,1991.0,225.0,,,,,,,P,2021,2021-04-15,8.4,
42621,50127991,DE,IP-13-WAU-2018-0178,,AA-IVA,AA-IVA,,E1*2007/46*1892*08,GB,SDKZCF1,FD6FD6D9011RT31C174BFAEM10,AUDI,A1 SPORTBACK,M1,M1,1,1350.0,1457.0,,158.0,2550.0,1490.0,1511.0,PETROL,M,1984.0,147.0,,,,,,,P,2021,2021-02-15,7.0,
42732,50128102,DE,,,AA-IVA,AA-IVA,,,GB,,,AUDI,AUDI A1,M1,M1,1,1275.0,,,,,,,PETROL,M,1498.0,110.0,,,,,,,P,2021,2021-03-09,,
42783,50128153,DE,IP-2020_1412-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*08,F2B,OH53T1,LZAZ150A,MERCEDES-BENZ,AMG GLA 45,M1,M1,1,1745.0,1908.0,,222.0,2729.0,1609.0,1617.0,PETROL,M,1991.0,285.0,,,,,,,P,2021,2021-01-04,,
