,ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
841473,51845419,DE,IP-0000181-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1952*04,G7X,CW01,DAW709BA,BMW,X7 M50D,M1G,M1G,1,2535.0,2700.0,,236.0,3105.0,1682.0,1703.0,DIESEL,M,2993.0,294.0,,,,,,,P,2021,2021-01-14,,
841678,51845624,DE,IP-0010342-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1952*04,G7X,CW81,DAW600B0,BMW,X7 XDRIVE30D,M1G,M1G,1,2445.0,2625.0,,222.0,3105.0,1684.0,1705.0,DIESEL,M,2993.0,195.0,,,,,,,P,2021,2021-05-25,,
842703,51846649,DE,,,AA-IVA,AA-IVA,,,MUSTANG,MACH1,MACH1,FORD,MUSTANG MACH 1,M1,M1,1,1681.0,,,298.0,,,,PETROL,M,5031.0,358.0,,,,,,,P,2021,2021-09-23,,
842976,51846922,DE,IP-0000116-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2020*01,G6X,GT21,DAA509MD,BMW,X6 XDRIVE30D,M1G,M1G,1,2185.0,2352.0,,203.0,2975.0,1678.0,1698.0,DIESEL,M,2993.0,195.0,,,,,,,P,2021,2021-01-28,,
842977,51846923,DE,IP-0000116-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2020*02,G6X,GT21,DAA509BD,BMW,X6 XDRIVE 30D,M1G,M1G,1,2185.0,2423.0,,204.0,2975.0,1678.0,1698.0,DIESEL,M,2993.0,195.0,,,,,,,P,2021,2021-01-04,,
842992,51846938,DE,IP-0000119-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2020*02,G6X,GT61,DAW509BA,BMW,X6 M50D,M1G,M1G,1,2335.0,2497.0,,219.0,2975.0,1684.0,1689.0,DIESEL,M,2993.0,294.0,,,,,,,P,2021,2021-03-30,,
845020,51848966,DE,IP-0000479-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1949*04,G4Z,HF11,IHW200B0,BMW,Z4 SDRIVE20I,M1,M1,1,1495.0,1563.0,,162.0,2470.0,1609.0,1616.0,PETROL,M,1998.0,145.0,,E24 3  28,,0.9,,,P,2021,2021-04-15,,
846035,51849981,DE,,,AA-IVA,AA-IVA,,,MUSTANG,,,FORD,MUSTANG SHELBY GT 500,M1,M1,1,1946.0,,,,,,,PETROL,M,5162.0,567.0,,,,,,,P,2021,2021-09-06,,
846054,51750000,DE,IP-MLB53AZ_C0_0647-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0350*47,4L,SDCBEQ1,QA8QA8D7004RT11C234BICEM8S5FLB3,AUDI,Q8 55 TFSI E,M1G,M1G,1,2515.0,2706.0,,68.0,2996.0,1663.0,1667.0,PETROL/ELECTRIC,P,2995.0,250.0,250.0,,,,,,P,2021,2021-07-21,,55.0
846067,51750013,DE,IP-MLB53AZ_C0_0648-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2001/116*0350*47,4L,SDCBEQ1,QA8QA8D7004RT11C234BICEM9S5FLB3,AUDI,Q8 60 TFSI E,M1G,M1G,1,2515.0,2742.0,,69.0,2996.0,1663.0,1667.0,PETROL/ELECTRIC,P,2995.0,250.0,250.0,,,,,,P,2021,2021-07-06,,55.0
846944,51750890,DE,,,AA-IVA,AA-IVA,,,S7,AAPA14,BX7TS,BORGWARD,BEIJING BORGWARD AUTO,M1,M1,1,1854.0,1933.0,,242.0,2760.0,1610.0,1610.0,PETROL,M,1981.0,165.0,,,,,,,P,2021,2021-08-10,,
847500,51751446,DE,,,AA-IVA,AA-IVA,,,,,,JEEP,,M1G,M1G,1,1925.0,,,,,,,DIESEL,M,1956.0,125.0,,,,,,,P,2021,2021-12-15,,
847641,51751587,DE,,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,,,53AT,,BMW,M440I XDRIVE,M1,M1,1,1892.0,,,,,,,PETROL,M,2998.0,285.0,,,,,,,P,2021,2021-05-19,,
847721,51751667,DE,,,AA-IVA,AA-IVA,,,GRANDKOMPASS,,,JEEP,JEEP,M1G,M1G,1,1925.0,,,,,,,DIESEL,M,1956.0,125.0,,,,,,,P,2021,2021-10-19,,
848943,51752889,DE,,,AA-IVA,AA-IVA,,,UC-R,,,ISUZU,MU-X,M1,M1,1,2170.0,,,,,,,DIESEL,M,1898.0,110.0,,,,,,,P,2021,2021-08-03,,
849054,51753000,DE,,,AA-IVA,AA-IVA,,,ZN8,ZN8-ALE8,ZN8-ALE8,TOYOTA,GR 86,M1,M1,1,1273.0,,,200.0,,,,PETROL,M,2387.0,173.0,,,,,,,P,2021,2021-10-12,,
849499,51753445,DE,IP-AL1A1111-LME-1,,AA-IVA,AA-IVA,,E13*KS18/858*00005*00,NJL6470BEV500,BET1,BET1,SKYWELL,ET5,M1,M1,1,1955.0,,0.0,0.0,2800.0,1625.0,1625.0,ELECTRIC,E,,65.0,,,,,,,P,2021,2021-10-04,,
849610,51753556,DE,,,AA-IVA,AA-IVA,,,I20COUPEWRC,,,HYUNDAI,I20 COUPE WRC,M1,M1,1,1200.0,,,,,,,PETROL,M,1596.0,270.0,,,,,,,P,2021,2021-03-23,,
850276,51754222,DE,,,AA-IVA,AA-IVA,,,NEWGENERATIONI20R5,GB,,HYUNDAI,NEW GEN. I20 R5,M1,M1,1,1200.0,,,,,,,PETROL,M,1596.0,220.0,,,,,,,P,2021,2021-03-02,,
850498,51754444,DE,,,AA-IVA,AA-IVA,,,I20NRALLY1,,,HYUNDAI MOTORSPORT,I20 N RALLY 1,M1,M1,1,1385.0,,,,,,,PETROL,H,1599.0,300.0,,,,,,,P,2021,2021-12-02,,
850721,51754667,DE,,,AA-IVA,AA-IVA,,,I20NRALLY2,,,HYUNDAI,I20 N RALLY 2,M1,M1,1,1230.0,,,,,,,PETROL,M,1617.0,212.0,,,,,,,P,2021,2021-09-24,,
852276,51756222,DE,IP-050663-NLH-1,,AA-IVA,AA-IVA,,,BC3,B5P51,D71CZ2,HYUNDAI,I20,M1,M1,1,1165.0,1284.0,,122.0,2580.0,1531.0,1536.0,PETROL,M,998.0,74.0,,,,,,,P,2021,2021-01-19,,
852722,51756668,DE,,,AA-IVA,AA-IVA,,,JK,JTLFZ,USA,JEEP,WRANGLER UNLIMITED SAHARA,M1G,M1G,1,2110.0,,,188.0,,,,PETROL,H,1995.0,200.0,,,,,,,P,2021,2021-05-20,,
854528,51758474,DE,IP-0010526-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*03,G3L,5V71,DAW500K0,BMW,320D XDRIVE,M1,M1,1,1615.0,1792.0,,143.0,2851.0,1573.0,1587.0,DIESEL,M,1995.0,140.0,,,,,,,P,2021,2021-04-12,,
855151,51759097,DE,IP-0000401-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*07,G3L,5Y91,IAW5R700,BMW,320E,M1,M1,1,1840.0,1995.0,41.0,39.0,2851.0,1573.0,1588.0,PETROL/ELECTRIC,P,1998.0,120.0,178.0,,,,,,P,2021,2021-03-12,7.4,
855277,51759223,DE,IP-0500791-NLH-1,,AA-IVA,AA-IVA,,E5*2007/46*0121*01,BC3,B5P91,M68FX3,HYUNDAI,I20 N,M1,M1,1,1265.0,1370.0,,158.0,2580.0,1542.0,1544.0,PETROL,M,1598.0,150.0,,,,,,,P,2021,2021-10-11,7.0,
855388,51759334,DE,IP-050531-NLH-1,,AA-IVA,AA-IVA,,E5*2007/46*0090*00,AC3,B5P11,M53A11,HYUNDAI,I10,M1,M1,1,996.0,1120.0,,119.0,2425.0,1467.0,1478.0,PETROL,M,998.0,49.0,,,,,,,P,2021,2021-01-29,,
856054,51760000,DE,IP-050534-NLH-1,,AA-IVA,AA-IVA,,,AC,B4P11,A51A11,HYUNDAI,110,M1,M1,1,997.0,1112.0,,119.0,2425.0,1467.0,1478.0,PETROL,M,998.0,49.0,,,,,,,P,2021,2021-03-08,,
857069,51761015,DE,IP-0000701-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00122*00,G4C,61AV,IAW500B0,BMW,430I,M1,M1,1,1720.0,1905.0,,168.0,2856.0,1595.0,1623.0,PETROL,M,1998.0,180.0,,E24 29,,1.3,,,P,2021,2021-07-14,7.4,
857277,51761223,DE,,,AA-IVA,AA-IVA,,,V2,,,SUBARU,WRX,M1,M1,1,1593.0,,,,,,,PETROL,M,2387.0,202.0,,,,,,,P,2021,2021-10-27,,
857364,51761310,DE,IP-0000405-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1791*09,G6GT,61BP,IAA50000,BMW,640I XDRIVE,M1,M1,1,1985.0,2173.0,,196.0,3070.0,1609.0,1641.0,PETROL,H,2998.0,245.0,,,,,,,P,2021,2021-01-08,,
857388,51761334,DE,,,AA-IVA,AA-IVA,,,SA2.0,LUX,,VINFAST,LUX SA 2.0,M1G,M1G,1,2255.0,,,,,,,PETROL,M,1997.0,170.0,,,,,,,P,2021,2021-08-02,,
857499,51761445,DE,,,AA-IVA,AA-IVA,,,A2.0,LUX,,VINFAST,A2.0 LUX,M1,M1,1,1795.0,,,,,,,PETROL,M,1997.0,170.0,,,,,,,P,2021,2021-08-02,,
857610,51761556,DE,,,AA-IVA,AA-IVA,,,SPEEDBACKGT,,,DAVID BROWN,SPEEDBACK GT,M1,M1,1,1958.0,,,317.0,,,,PETROL,M,5000.0,375.0,,,,,,,P,2021,2021-03-19,,
858165,51762111,DE,IP-CX003-202-1,,AA-IVA,AA-IVA,,,MP19,B,CM15WST,MORGAN,"FOUR, PLUS FOUR",M1,M1,1,1130.0,1188.0,,165.0,2520.0,1455.0,1455.0,PETROL,M,1998.0,190.0,,,,,,,P,2021,2021-08-10,,
858388,51762334,DE,IP-11-SAL-2018-0013,,AA-IVA,AA-IVA,,E5*2007/46*1050*01,DF,B,527B,JAGUAR,JAGUAR E-PACE,M1G,M1G,1,1904.0,2008.0,,196.0,2681.0,1634.0,1635.0,DIESEL,M,1999.0,110.0,,,,,,,P,2021,2021-02-22,7.5,
858943,51762889,DE,,,AA-IVA,AA-IVA,,,JAE,F,201,JAGUAR,JAGUAR XE SV PROJECT 8,M1,M1,1,1815.0,,,,2835.0,,,PETROL,M,5000.0,441.0,,,,,,,P,2021,2021-05-19,,
859054,51763000,DE,IP-20820D132MAA_01-SAL-1,,AA-IVA,AA-IVA,,E5*2007/46*1058*02,LC,S5CD2L,A5OAA,LAND ROVER,DISCOVERY SPORT,M1G,M1G,1,2007.0,2126.0,,186.0,2741.0,1620.0,1630.0,DIESEL,H,1999.0,132.0,,,,,,,P,2021,2021-03-30,7.1,
859165,51763111,DE,IP-20U20D177TAA_01-SAL-1,,AA-IVA,AA-IVA,,E5*2007/46*0092*00,LE,HCBBC0,50AA010,LAND ROVER,DEFENDER,M1G,M1G,1,2392.0,2497.0,,236.0,3022.0,1683.0,1698.0,DIESEL,M,1999.0,177.0,,,,,,,P,2021,2021-01-28,9.0,
859832,51763778,DE,IP-11-SAL-2018-0030,,AA-IVA,AA-IVA,,E5*2007/46*1055*01,LR,S5CE2L,A5FEB,LAND ROVER,DISCOVERY,M1G,M1G,1,2250.0,2364.0,,228.0,2922.0,1698.0,1703.0,DIESEL,M,1999.0,177.0,,,,,,,P,2021,2021-03-03,8.7,
860054,51764000,DE,IP-11-SAL-2018-0065,,AA-IVA,AA-IVA,,E5*2007/46*1056*01,LW,S5JM2L,A5DAC,LAND ROVER,RANGE ROVER SPORT,M1G,M1G,1,2615.0,2797.0,,83.0,2923.0,1686.0,1693.0,PETROL/ELECTRIC,P,1997.0,221.0,254.0,,,,,,P,2021,2021-02-19,11.4,50.0
860165,51764111,DE,IP-09-SAD-2018-0073,,AA-IVA,AA-IVA,,E5*2007/46*1057*03,LY,S5CE2L,A5CGB,LAND ROVER,RANGE ROVER VELAR,M1G,M1G,1,2090.0,2203.0,,201.0,2874.0,1640.0,1657.0,DIESEL,M,2993.0,202.0,,,,,,,P,2021,2021-02-25,7.7,
860498,51764444,DE,IP-20820D132MAA_01-SAL-1,,AA-IVA,AA-IVA,,E5*2007/46*0076*03,LZ,S5AB2L,A5DCB,LAND ROVER,RANGE ROVER EVOQUE,M1G,M1G,1,1948.0,2111.0,,183.0,2681.0,1626.0,1632.0,DIESEL,H,1999.0,132.0,,,,,,,P,2021,2021-03-26,7.0,
861165,51765111,DE,,,AA-IVA,AA-IVA,,,LZ,,,LAND ROVER,EVOQUE,M1G,M1G,1,1950.0,,,,,,,PETROL,M,1997.0,183.0,,,,,,,P,2021,2021-12-20,,
861832,51765778,DE,IP-31-SBM-1,,AA-IVA,AA-IVA,,E5*2007/46*1205*05,MA3,13C8R,DE,MCLAREN,,M1,M1,1,1461.0,1538.0,,278.0,2670.0,1681.0,1618.0,PETROL,M,3799.0,456.0,,,,,,,P,2021,2021-03-04,,
862054,51766000,DE,IP-13R-SBM-1,,AA-IVA,AA-IVA,,,,,,MCLAREN,MCLAREN 600LT SPIDER,M1,M1,1,1479.0,1566.0,,277.0,2670.0,1681.0,1618.0,PETROL,M,3799.0,441.0,,,,,,,P,2021,2021-03-01,,
862165,51766111,DE,IP-14C-SBM-1,,AA-IVA,AA-IVA,,,MA3,14C8R,EB,MCLAREN,MCLAREN 720S COUPE,M1,M1,1,1494.0,1585.0,,276.0,2670.0,1650.0,1612.0,PETROL,M,3994.0,530.0,,,,,,,P,2021,2021-08-16,,
862276,51766222,DE,IP-14S-SBM-1,,AA-IVA,AA-IVA,,E5*2007/46*1205*01,MA3,14S8R,EB,MCLAREN,MCLAREN 720S SPIDER,M1,M1,1,1543.0,1635.0,,276.0,2670.0,1650.0,1612.0,PETROL,M,3994.0,530.0,,,,,,,P,2021,2021-03-03,,
862387,51766333,DE,IP-14R-SBM-1,,AA-IVA,AA-IVA,,,MA3,14C8R,FG,MCLAREN,MCLAREN 765LT,M1,M1,1,1414.0,1584.0,,423.0,2670.0,1660.0,1618.0,PETROL,M,3994.0,563.0,,,,,,,P,2021,2021-04-15,,
862498,51766444,DE,IP-22-SBM-1,,AA-IVA,AA-IVA,,,MA3,22G8R,JB,MCLAREN,MCLAREN GT,M1,M1,1,1603.0,1707.0,,270.0,2675.0,1663.0,1617.0,PETROL,M,3994.0,456.0,,,,,,,P,2021,2021-02-18,,
862609,51766555,DE,,,AA-IVA,AA-IVA,,,LWBSTATIONWAGON,,,INEOS AUTOMOTIVE GMBH,INEOS GRENADIER,M1G,M1G,1,2966.0,,,,,,,DIESEL,M,2993.0,183.0,,,,,,,P,2021,2021-12-22,,
862832,51766778,DE,,,AA-IVA,AA-IVA,,,RR31,689Y,,ROLLS-ROYCE,CULLINAN,M1,M1,1,2735.0,,,,,,,PETROL,M,6750.0,441.0,,,,,,,P,2021,2021-02-22,,
862943,51766889,DE,,,AA-IVA,AA-IVA,,,RR11,TT61,,ROLLS-ROYCE,PHANTOM,M1,M1,1,2685.0,,,,,,,PETROL,M,6592.0,420.0,,,,,,,P,2021,2021-02-08,,
863054,51767000,DE,,,AA-IVA,AA-IVA,,,RR12,TT81,,ROLLS-ROYCE,PHANTOM EWB,M1,M1,1,2685.0,,,,,,,PETROL,M,6592.0,420.0,,,,,,,P,2021,2021-02-08,,
863831,51767777,DE,IP-3S2019V800-SCB-1,,AA-IVA,AA-IVA,,,3S,C4BXBC,1,BENTLEY,CONTINENTAL G V8,M1,M1,1,2240.0,2437.0,,268.0,2851.0,1672.0,1664.0,PETROL,M,3996.0,404.0,,,,,,,P,2021,2021-02-03,,
864499,51768445,DE,IP-3S2020V800-SCB-1,,AA-IVA,AA-IVA,,,3S,C4BXBD,1,BENTLEY,CONTNENTAL GT V8,M1,M1,1,2240.0,2437.0,,275.0,2851.0,1672.0,1664.0,PETROL,M,3996.0,404.0,,E13 29,,1.3,,,P,2021,2021-08-12,,
865166,51769112,DE,IP-10-SCC-1,,AA-IVA,AA-IVA,,,1111,A,A,LOTUS,ELISE SPORT 240,M1,M1,1,1006.0,1058.0,,177.0,2300.0,1457.0,1506.0,PETROL,M,1798.0,179.0,,,,,,,P,2021,2021-10-07,,
865277,51769223,DE,IP-04-SCC-2018-0002,,AA-IVA,AA-IVA,,E4*KS07/46*0011*26,1111,A,B,LOTUS,ELISE SPORT 220,M1,M1,1,999.0,1047.0,,179.0,2300.0,1457.0,1506.0,PETROL,M,1798.0,162.0,,,,,,,P,2021,2021-03-31,,
865388,51769334,DE,IP-11-SCC-1,,AA-IVA,AA-IVA,,,1112,C,P,LOTUS,EXIGE SPORT 390,M1,M1,1,1185.0,1260.0,,230.0,2370.0,1499.0,1548.0,PETROL,M,2456.0,296.0,,,,,,,P,2021,2021-05-20,,
865610,51769556,DE,IP-04-SCC-2018-0008,,AA-IVA,AA-IVA,,,1112,C,I,LOTUS,EXIGE SPORT 410,M1,M1,1,1185.0,1260.0,,230.0,2370.0,1499.0,1548.0,PETROL,M,3456.0,306.0,,,,,,,P,2021,2021-06-15,,
865721,51769667,DE,IP-04-SCC-2018-0008,,AA-IVA,AA-IVA,,,1112,C,I,,EXIGE SPORT 410,M1,M1,1,1185.0,1260.0,,230.0,2370.0,1499.0,1548.0,PETROL,M,3456.0,306.0,,,,,,,P,2021,2021-03-08,,
866054,51770000,DE,,,AA-IVA,AA-IVA,,,122,3,Q,LOTUS,EVORA 410,M1,M1,1,1450.0,1583.0,,239.0,2575.0,1564.0,1575.0,PETROL,M,3456.0,306.0,,,,,,,P,2021,2021-05-03,,
866166,51770112,DE,,,AA-IVA,AA-IVA,,,VH1(SG),SG14,L4ZAEG,ASTON MARTIN,RAPIDE AMR,M1,M1,1,2065.0,2210.0,,313.0,2990.0,1590.0,1615.0,PETROL,M,5935.0,444.0,,,,,,,P,2021,2021-08-10,,
866277,51770223,DE,,,AA-IVA,AA-IVA,,E5*KS07/46*0003*00,VH1(SG),SG14,,ASTON MARTIN,L4ZAEG,M1,M1,1,2065.0,2210.0,,313.0,2990.0,1590.0,1615.0,PETROL,M,5935.0,444.0,,,,,,,P,2021,2021-03-23,,
866388,51770334,DE,IP-0014-SCF-1,,AA-IVA,AA-IVA,,E5*2007/46*0079*05,AM5,A,055L4WAEG375.0,ASTON MARTIN,DB11,M1,M1,1,1835.0,1934.0,,254.0,2805.0,1645.0,1665.0,PETROL,M,3982.0,375.0,,,,,,,P,2021,2021-12-27,11.2,
866610,51770556,DE,IP-0013-SCF-1,,AA-IVA,AA-IVA,,E5*2007/46*0079*05,AM5,B,055L4WAEG375.0,ASTON MARTIN,DB11 VOLANTE,M1,M1,1,1945.0,2044.0,,257.0,2805.0,1645.0,1665.0,PETROL,M,3982.0,375.0,,,,,,,P,2021,2021-08-23,11.3,
866943,51770889,DE,IP-09-SCF-2018-0002,,AA-IVA,AA-IVA,,E11*2007/46*3421*03,AM5,A,004L4VAEG470.0,ASTON MARTIN,DB11 AMR,M1,M1,1,1945.0,2045.0,,303.0,2805.0,1645.0,1645.0,PETROL,M,5204.0,470.0,,,,,,,P,2021,2021-01-04,,
867165,51771111,DE,IP-0005-SCF-1,,AA-IVA,AA-IVA,,,,A,002L4VAFI533.0,ASTON MARTIN,,M1,M1,1,1920.0,2020.0,,306.0,2805.0,1665.0,1645.0,PETROL,M,5204.0,533.0,,,,,,,P,2021,2021-01-05,,
867277,51771223,DE,IP-0005-SCF-1,,AA-IVA,AA-IVA,,,AM7,A,A,ASTON MARTIN,DBS,M1,M1,1,1920.0,2020.0,,306.0,2805.0,1665.0,1645.0,PETROL,M,5204.0,533.0,,,,,,,P,2021,2021-10-12,,
867720,51771666,DE,,,AA-IVA,AA-IVA,,,AM6,C,002L2WAEI375.0,ASTON MARTIN,VANTAGE,M1,M1,1,1760.0,1865.0,,263.0,2705.0,1665.0,1645.0,PETROL,M,3982.0,375.0,,,,,,,P,2021,2021-03-31,,
868498,51772444,DE,,,AA-IVA,AA-IVA,,,AM6,C,,ASTON MARTIN,002L2WAEI375.0,M1,M1,1,1760.0,1865.0,,263.0,2705.0,1665.0,1645.0,PETROL,M,3982.0,375.0,,,,,,,P,2021,2021-04-13,,
868831,51772777,DE,IP-0010-SCF-1,,AA-IVA,AA-IVA,,,AM6,B,002L2WAEI375.0,ASTON MARTIN,VANTAGE ROADSTER,M1,M1,1,1834.0,1906.0,,263.0,2705.0,1665.0,1645.0,PETROL,M,3982.0,375.0,,,,,,,P,2021,2021-02-24,,
869609,51773555,DE,IP-0011-SCF-1,,AA-IVA,AA-IVA,,E9*2007/46*6804*00,AM8,G,002L5WAGJ405.0,ASTON MARTIN,DBX,M1G,M1G,1,2320.0,2542.0,,323.0,3060.0,1665.0,1700.0,PETROL,M,3982.0,405.0,,,,,,,P,2021,2021-09-06,14.3,
870164,51774110,DE,IP-0018-SCF-1,,AA-IVA,AA-IVA,,,AMSP,H,H,ASTON MARTIN,SPEEDSTER,M1,M1,1,1840.0,1898.0,,298.0,2702.0,1660.0,1645.0,PETROL,M,5204.0,533.0,,,,,,,P,2021,2021-09-03,,
870275,51774221,DE,,,AA-IVA,AA-IVA,,,,,,,SEVEN SV,M1,M1,1,875.0,748.0,,145.0,2305.0,1485.0,1485.0,PETROL,M,1596.0,100.0,,,,,,,P,2021,2021-12-13,,
870386,51774332,DE,,,AA-IVA,AA-IVA,,,S31.6,,,CATERHAM CARS LTD,CCK SEVEN S 310,M1,M1,1,632.0,,,146.0,,,,PETROL,M,1596.0,107.0,,,,,,,P,2021,2021-07-15,,
878719,51782665,DE,IP-11-TMA-2018-0029,,AA-IVA,AA-IVA,,E5*2007/46*1075*05,PDE,B5D21,M67BZ1,HYUNDAI,I 30,M1,M1,1,1388.0,1520.0,,121.0,2650.0,1565.0,1573.0,DIESEL,M,1598.0,85.0,,,,,,,P,2021,2021-01-20,,
879052,51782998,DE,,,AA-IVA,AA-IVA,,,PDE,B5P51,D81EZ1,HYUNDAI,I 30 N,M1,M1,1,1530.0,,,191.0,,,,PETROL,M,1998.0,206.0,,,,,,,P,2021,2021-05-25,,
879719,51783665,DE,IP-0500749-TMA-1,,AA-IVA,AA-IVA,,,PDE,B5P51,D81EZ1,HYUNDAI,I30N,M1,M1,1,1530.0,,,191.0,,,,PETROL,M,1998.0,206.0,,,,,,,P,2021,2021-05-27,,
880706,51784652,DE,IP-0000536-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1675*10,F2AT,6S71,IAW500MT,BMW,225I XDRIVE ACTIVE TOURER,M1,M1,1,1595.0,1719.0,,162.0,2670.0,1557.0,1558.0,PETROL,M,1998.0,170.0,,E24  28 29,,2.1,,,P,2021,2021-01-27,,
880747,51784693,DE,IP-0000067-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1675*10,F2AT,6T51,IHW500L0,BMW,216D ACTIVE TOURER,M1,M1,1,1495.0,1610.0,,126.0,2670.0,1561.0,1562.0,DIESEL,M,1496.0,85.0,,,,,,,P,2021,2021-01-29,4.8,
880932,51784878,DE,IP-0000354-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1675*09,F2AT,6T91,IAW500M0,BMW,218D ACTIVE TOURER,M1,M1,1,1565.0,1691.0,,136.0,2670.0,1561.0,1562.0,DIESEL,M,1995.0,110.0,,,,,,,P,2021,2021-01-14,,
881274,51785220,DE,,,AA-IVA,AA-IVA,,,PDEN,,,HYUNDAI,,M1,M1,1,1595.0,,,,,,,PETROL,M,1998.0,145.0,,,,,,,P,2021,2021-01-04,,
881668,51785614,DE,IP-0000348-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1675*09,F2AT,6U11,IAW500L0,BMW,218D XDRIVE ACTIVE TOURER,M1,M1,1,1620.0,1769.0,,145.0,2670.0,1561.0,1562.0,DIESEL,M,1995.0,110.0,,,,,,,P,2021,2021-09-01,5.5,
881770,51785716,DE,IP-0000341-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1675*09,F2AT,6U31,IAW500L0,BMW,220D ACTIVE TOURER,M1,M1,1,1560.0,1697.0,,137.0,2670.0,1561.0,1562.0,DIESEL,M,1995.0,140.0,,,,,,,P,2021,2021-06-21,,
881844,51785790,DE,IP-0000363-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1675*09,F2AT,6U51,IAW500M0,BMW,220D XDRIVE ACTIVE TOURER,M1,M1,1,1620.0,1775.0,,147.0,2670.0,1561.0,1562.0,DIESEL,M,1995.0,140.0,,,,,,,P,2021,2021-04-12,,
881950,51785896,DE,IP-0000539-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1677*10,F2GT,6V11,IHW500LT,BMW,216I GRAN TOURER,M1,M1,1,1500.0,1623.0,,145.0,2780.0,1561.0,1562.0,PETROL,M,1499.0,80.0,,E24  28 29,,2.2,,,P,2021,2021-03-08,,
882155,51786101,DE,IP-0000013-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1677*08,F2GT,6V51,DAW500Z0,BMW,220I GRAN TOURER,M1,M1,1,1560.0,1712.0,,158.0,2780.0,1557.0,1558.0,PETROL,M,1998.0,141.0,,,,,,,P,2021,2021-04-29,,
882642,51786588,DE,IP-0000537-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1677*10,F2GT,6V71,IAW700MT,BMW,218I GRAN TOURER,M1,M1,1,1580.0,1716.0,,152.0,2780.0,1561.0,1562.0,PETROL,M,1499.0,100.0,,E24  28 29,,2.1,,,P,2021,2021-02-04,,
883385,51787331,DE,IP-110004-TMA-1,,AA-IVA,AA-IVA,,E5*2007/46*1076*03,TLE,F5P21,D711Z1,HYUNDAI,TUCSON IX35,M1,M1,1,1577.0,1682.0,,172.0,2670.0,1604.0,1615.0,PETROL,M,1591.0,130.0,,,,,,,P,2021,2021-03-30,,
883941,51787887,DE,,,AA-IVA,AA-IVA,,,NX4,,,HYUNDAI,HYUNDAI TUCSON,M1,M1,1,1558.0,,,156.0,,,,PETROL,M,1598.0,132.0,,,,,,,P,2021,2021-03-23,,
884052,51787998,DE,,,AA-IVA,AA-IVA,,,5J,,,SKODA,FABIA R5,M1,M1,1,1150.0,,,,,,,PETROL,M,1620.0,205.0,,,,,,,P,2021,2021-08-19,,
884150,51788096,DE,IP-0000067-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1677*10,F2GT,6W51,IHW500L0,BMW,216D GRAN TOURER,M1,M1,1,1560.0,1672.0,,130.0,2780.0,1561.0,1562.0,DIESEL,M,1496.0,85.0,,,,,,,P,2021,2021-01-12,,
884401,51788347,DE,IP-0000106-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1677*08,F2GT,6W91,DAW500L0,BMW,218D GRAN TOURER,M1,M1,1,1615.0,1778.0,,142.0,2780.0,1557.0,1558.0,DIESEL,M,1995.0,110.0,,,,,,,P,2021,2021-06-28,,
